nlive,niter,ncall,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logzh,logdust,logNpix,tau
2.0000e+03,0.0000e+00,1.0000e+00,4.9751e-01,-1.0000e+300,-1.0000e+300,-4.9875e-03,-1.0000e+300,,-4.9751e+297,inf,4.8363e-01,2.0780e-01,-1.4259e+00,2.3461e+00,7.2170e-02
2.0000e+03,1.0000e+00,3.0000e+00,9.8522e-01,-1.0000e+300,-1.0000e+300,-9.9751e-03,-1.0000e+300,,-9.9255e+297,inf,9.7362e-01,-5.4887e-01,-1.3112e+00,3.2818e+00,9.6426e-03
2.0000e+03,2.0000e+00,4.0000e+00,1.4706e+00,-1.0000e+300,-1.0000e+300,-1.4963e-02,-1.0000e+300,,-1.4851e+298,inf,1.4616e+00,-2.8665e-01,-3.5568e-01,3.2559e+00,-5.6616e-02
2.0000e+03,3.0000e+00,5.0000e+00,1.9512e+00,-1.0000e+300,-1.0000e+300,-1.9950e-02,-1.0000e+300,,-1.9752e+298,inf,1.9324e+00,4.0648e-01,-2.2923e-01,3.5586e+00,-7.4554e-01
2.0000e+03,4.0000e+00,6.0000e+00,2.4272e+00,-1.0000e+300,-1.0000e+300,-2.4938e-02,-1.0000e+300,,-2.4629e+298,inf,2.4029e+00,-2.5408e-01,-1.1741e+00,2.7261e+00,-7.0718e-01
2.0000e+03,5.0000e+00,7.0000e+00,2.8986e+00,-1.0000e+300,-1.0000e+300,-2.9925e-02,-1.0000e+300,,-2.9482e+298,inf,2.8763e+00,-3.3903e-01,-1.3843e-01,2.6780e+00,-3.9335e-02
2.0000e+03,6.0000e+00,9.0000e+00,3.3493e+00,-1.0000e+300,-1.0000e+300,-3.4913e-02,-1.0000e+300,,-3.4310e+298,inf,3.3731e+00,-7.6010e-01,-1.2689e-01,2.9661e+00,2.6529e-03
2.0000e+03,7.0000e+00,1.0000e+01,3.8095e+00,-1.0000e+300,-1.0000e+300,-3.9900e-02,-1.0000e+300,,-3.9115e+298,inf,3.8535e+00,-1.0936e+00,-6.6595e-01,3.1496e+00,-5.8420e-01
2.0000e+03,8.0000e+00,1.1000e+01,4.2654e+00,-1.0000e+300,-1.0000e+300,-4.4888e-02,-1.0000e+300,,-4.3895e+298,inf,4.3237e+00,-5.3568e-01,-4.6384e-01,2.6058e+00,-8.7860e-01
2.0000e+03,9.0000e+00,1.2000e+01,4.7170e+00,-1.0000e+300,-1.0000e+300,-4.9875e-02,-1.0000e+300,,-4.8652e+298,inf,4.7952e+00,2.6790e-01,-5.1728e-01,3.0314e+00,8.2015e-02
2.0000e+03,1.0000e+01,1.3000e+01,5.1643e+00,-1.0000e+300,-1.0000e+300,-5.4863e-02,-1.0000e+300,,-5.3385e+298,inf,5.2775e+00,-1.4105e+00,-1.7742e+00,2.8761e+00,-4.3141e-01
2.0000e+03,1.1000e+01,1.4000e+01,5.6075e+00,-1.0000e+300,-1.0000e+300,-5.9850e-02,-1.0000e+300,,-5.8095e+298,inf,5.7706e+00,-6.2501e-01,-5.8149e-02,3.5477e+00,5.4212e-02
2.0000e+03,1.2000e+01,1.5000e+01,6.0465e+00,-1.0000e+300,-1.0000e+300,-6.4838e-02,-1.0000e+300,,-6.2781e+298,inf,6.2439e+00,3.6062e-02,-1.6113e+00,3.7257e+00,-7.7022e-01
2.0000e+03,1.3000e+01,1.6000e+01,6.4815e+00,-1.0000e+300,-1.0000e+300,-6.9826e-02,-1.0000e+300,,-6.7444e+298,inf,6.7147e+00,-1.4867e-01,-9.0995e-01,3.1285e+00,-8.8813e-01
2.0000e+03,1.4000e+01,1.7000e+01,6.9124e+00,-1.0000e+300,-1.0000e+300,-7.4813e-02,-1.0000e+300,,-7.2083e+298,inf,7.1990e+00,-5.0821e-01,-1.4774e+00,3.1114e+00,-4.1667e-01
2.0000e+03,1.5000e+01,1.8000e+01,7.3394e+00,-1.0000e+300,-1.0000e+300,-7.9801e-02,-1.0000e+300,,-7.6700e+298,inf,7.6842e+00,1.6520e-01,-5.7608e-01,2.7100e+00,-8.0291e-01
2.0000e+03,1.6000e+01,1.9000e+01,7.7626e+00,-1.0000e+300,-1.0000e+300,-8.4788e-02,-1.0000e+300,,-8.1293e+298,inf,8.1755e+00,3.8012e-01,-2.3949e-01,2.9163e+00,-8.6152e-01
2.0000e+03,1.7000e+01,2.0000e+01,8.1818e+00,-1.0000e+300,-1.0000e+300,-8.9776e-02,-1.0000e+300,,-8.5864e+298,inf,8.6457e+00,-7.5336e-01,-3.4263e-01,2.1805e+00,-4.8797e-01
2.0000e+03,1.8000e+01,2.1000e+01,8.5973e+00,-1.0000e+300,-1.0000e+300,-9.4763e-02,-1.0000e+300,,-9.0412e+298,inf,9.1172e+00,-2.3155e-02,-5.8001e-02,2.4921e+00,-6.5935e-01
