niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh,logdust,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4,dmod
1.0000e+00,1.0000e+00,4.9975e-02,-1.4841e+05,-1.4842e+05,-4.9988e-04,-1.4842e+05,6.4391e-02,8.2945e+00,inf,6.2081e-01,-6.2825e-01,-1.8574e+00,-4.1968e-01,1.0737e+00,3.6194e+00,4.4765e+00,6.3275e+00,2.9118e+01
2.0000e+00,1.0000e+00,9.9900e-02,-1.4806e+05,-1.4807e+05,-9.9975e-04,-1.4807e+05,6.4393e-02,8.2951e+00,1.4617e+05,1.6829e+00,-9.6260e-01,-6.7441e-01,1.0420e+00,1.8670e+00,2.9506e+00,2.6479e+00,6.3483e+00,2.9053e+01
3.0000e+00,1.0000e+00,1.4978e-01,-1.4771e+05,-1.4772e+05,-1.4996e-03,-1.4772e+05,6.4395e-02,8.2955e+00,1.4583e+05,2.4972e+00,-2.1854e-01,-9.7862e-01,4.4472e-01,3.2989e+00,2.7091e+00,5.4859e+00,6.2052e+00,2.9186e+01
4.0000e+00,1.0000e+00,1.9960e-01,-1.4766e+05,-1.4767e+05,-1.9995e-03,-1.4767e+05,6.4397e-02,8.2960e+00,1.4547e+05,3.2939e+00,-1.0742e-01,-1.6297e+00,7.5309e-01,3.3706e+00,2.9148e+00,2.8454e+00,6.3032e+00,2.9161e+01
5.0000e+00,1.0000e+00,2.4938e-01,-1.4761e+05,-1.4762e+05,-2.4994e-03,-1.4762e+05,6.4399e-02,8.2966e+00,1.4542e+05,3.9931e+00,-5.9412e-01,-1.2165e+00,-8.7300e-01,2.6208e+00,3.9124e+00,3.8768e+00,6.4135e+00,2.9715e+01
6.0000e+00,1.0000e+00,2.9910e-01,-1.4751e+05,-1.4752e+05,-2.9993e-03,-1.4752e+05,6.4401e-02,8.2970e+00,1.4537e+05,5.3041e+00,-1.3041e-01,-1.1718e+00,7.5050e-01,1.1127e+00,1.7060e+00,3.8321e+00,6.3659e+00,2.9382e+01
7.0000e+00,1.0000e+00,3.4878e-01,-1.4747e+05,-1.4748e+05,-3.4991e-03,-1.4748e+05,6.4403e-02,8.2975e+00,1.4528e+05,6.0644e+00,-5.7466e-01,-1.6033e+00,-2.3416e-01,1.3372e+00,2.1780e+00,5.3361e+00,6.4221e+00,2.9995e+01
8.0000e+00,1.0000e+00,3.9841e-01,-1.4746e+05,-1.4746e+05,-3.9990e-03,-1.4746e+05,6.4405e-02,8.2980e+00,1.4523e+05,6.7642e+00,1.6110e-01,-1.1290e+00,8.2408e-01,1.6337e+00,3.4586e+00,5.1832e+00,6.4141e+00,2.9444e+01
9.0000e+00,1.0000e+00,4.4798e-01,-1.4737e+05,-1.4737e+05,-4.4989e-03,-1.4737e+05,6.4407e-02,8.2985e+00,1.4522e+05,7.9296e+00,-2.4026e-01,-8.9637e-01,2.4531e+00,-9.1492e-02,2.6140e+00,5.4900e+00,6.3974e+00,2.9087e+01
1.0000e+01,1.0000e+00,4.9751e-01,-1.4731e+05,-1.4732e+05,-4.9988e-03,-1.4732e+05,6.4409e-02,8.2990e+00,1.4513e+05,9.2109e+00,-9.3595e-01,-1.6670e+00,-8.4258e-01,3.5160e+00,2.3920e+00,1.8922e+00,6.1390e+00,2.9157e+01
