niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh,logdust_med,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4,dmod
1.1000e+01,1.0000e+00,2.6764e+00,-1.4134e+05,-1.4135e+05,-2.7466e-02,-1.4135e+05,1.2946e-01,6.7121e+00,1.3271e+05,1.1017e+01,-5.8994e-02,-1.6075e+00,5.6386e-01,1.4858e+00,6.7763e-01,3.7369e+00,5.7084e+00,2.9427e+01
1.2000e+01,1.0000e+00,2.9126e+00,-1.4112e+05,-1.4113e+05,-2.9963e-02,-1.4113e+05,1.2948e-01,6.7146e+00,1.3265e+05,1.1850e+01,-4.1416e-01,-7.7647e-01,2.1283e+00,2.9487e+00,2.7219e-01,1.5824e+00,5.8574e+00,2.8578e+01
1.3000e+01,1.0000e+00,3.1477e+00,-1.4101e+05,-1.4102e+05,-3.2459e-02,-1.4102e+05,1.2951e-01,6.7171e+00,1.3243e+05,1.2916e+01,2.7714e-01,-1.3851e+00,-7.2072e-01,2.2854e+00,3.0406e+00,4.2578e+00,5.7267e+00,2.9601e+01
1.4000e+01,1.0000e+00,3.3816e+00,-1.4068e+05,-1.4069e+05,-3.4956e-02,-1.4069e+05,1.2953e-01,6.7196e+00,1.3232e+05,1.3731e+01,4.9157e-01,-1.1494e+00,1.6799e+00,-3.6910e-01,5.5192e-01,2.4310e+00,5.7544e+00,2.8415e+01
1.5000e+01,1.0000e+00,3.6145e+00,-1.4064e+05,-1.4065e+05,-3.7453e-02,-1.4065e+05,1.2955e-01,6.7221e+00,1.3198e+05,1.4527e+01,-9.0816e-01,-1.9653e+00,2.6325e-01,3.3258e-01,1.6575e+00,5.0030e+00,5.1266e+00,2.9137e+01
1.6000e+01,1.0000e+00,3.8462e+00,-1.4060e+05,-1.4061e+05,-3.9950e-02,-1.4061e+05,1.2958e-01,6.7246e+00,1.3195e+05,1.5588e+01,-3.6660e-01,-5.5921e-01,-2.5236e-01,3.0390e+00,3.1490e+00,3.3310e+00,5.6988e+00,2.9589e+01
1.7000e+01,1.0000e+00,4.0767e+00,-1.4051e+05,-1.4052e+05,-4.2447e-02,-1.4052e+05,1.2960e-01,6.7271e+00,1.3191e+05,1.6640e+01,2.6437e-01,-1.0077e+00,7.0281e-01,3.2176e+00,2.5412e+00,1.9704e+00,5.6095e+00,2.9048e+01
1.8000e+01,1.0000e+00,4.3062e+00,-1.4050e+05,-1.4051e+05,-4.4944e-02,-1.4051e+05,1.2963e-01,6.7295e+00,1.3182e+05,1.7470e+01,-9.8817e-01,-1.0616e+00,5.4091e-01,2.0707e-01,2.6191e+00,5.0218e+00,4.6724e+00,2.8521e+01
1.9000e+01,1.0000e+00,4.5346e+00,-1.4038e+05,-1.4039e+05,-4.7441e-02,-1.4039e+05,1.2965e-01,6.7321e+00,1.3180e+05,1.8559e+01,-3.7174e-01,-1.1661e+00,-2.2454e-01,-1.3795e-02,1.8686e+00,2.8804e+00,5.5344e+00,2.9393e+01
2.0000e+01,1.0000e+00,4.7619e+00,-1.4009e+05,-1.4010e+05,-4.9938e-02,-1.4010e+05,1.2967e-01,6.7345e+00,1.3168e+05,1.9401e+01,-8.6043e-01,-1.2291e+00,-9.7664e-01,1.1873e+00,9.8435e-01,1.1505e+00,5.4867e+00,2.9496e+01
2.1000e+01,1.0000e+00,4.9881e+00,-1.4005e+05,-1.4005e+05,-5.2434e-02,-1.4005e+05,1.2970e-01,6.7370e+00,1.3140e+05,2.0223e+01,4.9198e-01,-1.7308e+00,-4.9612e-01,1.5394e+00,-8.6336e-02,4.7112e+00,5.8445e+00,3.0228e+01
2.2000e+01,1.0000e+00,5.2133e+00,-1.4005e+05,-1.4005e+05,-5.4931e-02,-1.4005e+05,1.1919e-01,5.6892e+00,1.3135e+05,2.1040e+01,-8.0872e-01,-1.8307e+00,1.1553e+00,2.2371e-01,3.4826e+00,2.4226e+00,5.4317e+00,2.8946e+01
2.3000e+01,1.0000e+00,5.4374e+00,-1.3988e+05,-1.3989e+05,-5.7428e-02,-1.3989e+05,1.2975e-01,6.7420e+00,1.3135e+05,2.2117e+01,4.5366e-01,-8.7605e-01,1.9646e+00,-3.8014e-01,3.2137e+00,4.0341e+00,5.7813e+00,2.8459e+01
2.4000e+01,1.0000e+00,5.6604e+00,-1.3975e+05,-1.3976e+05,-5.9925e-02,-1.3976e+05,1.2977e-01,6.7445e+00,1.3119e+05,2.3203e+01,-8.7284e-01,-1.5005e+00,1.1474e+00,-1.6405e-01,2.0861e+00,2.2008e+00,5.8335e+00,3.0671e+01
2.5000e+01,2.0000e+00,5.8685e+00,-1.3969e+05,-1.3970e+05,-6.2422e-02,-1.3970e+05,1.2979e-01,6.7470e+00,1.3368e+05,2.4786e+01,-6.7716e-01,-1.9724e+00,1.6856e+00,-2.8897e-01,8.8454e-01,5.0785e+00,5.2470e+00,2.8980e+01
2.6000e+01,2.0000e+00,6.0748e+00,-1.3918e+05,-1.3918e+05,-6.4919e-02,-1.3918e+05,1.2982e-01,6.7495e+00,1.3362e+05,2.6525e+01,-9.1195e-01,-1.9115e+00,-1.5584e+00,1.3302e+00,1.4963e+00,5.1072e+00,2.3698e+00,2.9310e+01
2.7000e+01,1.0000e+00,6.2937e+00,-1.3914e+05,-1.3915e+05,-6.7416e-02,-1.3915e+05,1.2984e-01,6.7520e+00,1.3311e+05,2.7313e+01,1.3353e-01,-6.0185e-01,-2.6070e-01,4.5392e-01,1.3640e+00,4.4194e+00,5.5401e+00,2.9709e+01
2.8000e+01,1.0000e+00,6.5116e+00,-1.3910e+05,-1.3911e+05,-6.9913e-02,-1.3911e+05,1.2987e-01,6.7545e+00,1.3308e+05,2.8301e+01,-8.6234e-02,-1.0700e+00,-3.1235e-04,6.1300e-02,1.6521e+00,4.8077e+00,4.6213e+00,2.8326e+01
2.9000e+01,1.0000e+00,6.7285e+00,-1.3908e+05,-1.3909e+05,-7.2410e-02,-1.3909e+05,1.2989e-01,6.7570e+00,1.3304e+05,2.9310e+01,-4.0902e-01,-1.3151e+00,9.0879e-01,1.1697e+00,2.9970e+00,4.4927e+00,5.1987e+00,2.8792e+01
3.0000e+01,1.0000e+00,6.9444e+00,-1.3904e+05,-1.3905e+05,-7.4906e-02,-1.3905e+05,1.2991e-01,6.7595e+00,1.3301e+05,3.0396e+01,-9.4816e-01,-1.9023e+00,5.4941e-01,3.4225e-01,1.7931e+00,2.3631e+00,5.4247e+00,2.9628e+01
3.1000e+01,1.0000e+00,7.1594e+00,-1.3900e+05,-1.3901e+05,-7.7403e-02,-1.3901e+05,1.2994e-01,6.7620e+00,1.3297e+05,3.1379e+01,1.8598e-01,-1.2359e+00,9.0311e-01,1.4250e+00,2.2125e-01,3.3800e+00,5.2139e+00,2.8017e+01
3.2000e+01,1.0000e+00,7.3733e+00,-1.3898e+05,-1.3899e+05,-7.9900e-02,-1.3899e+05,1.2996e-01,6.7645e+00,1.3294e+05,3.2172e+01,-6.9246e-01,-1.6479e+00,6.2158e-01,1.7801e+00,3.8069e+00,1.8139e+00,5.1354e+00,2.8621e+01
3.3000e+01,1.0000e+00,7.5862e+00,-1.3888e+05,-1.3889e+05,-8.2397e-02,-1.3889e+05,1.2999e-01,6.7670e+00,1.3291e+05,3.3177e+01,-2.5804e-01,-7.0726e-01,6.1227e-01,3.0537e+00,3.7429e+00,4.2428e+00,5.5177e+00,2.9843e+01
3.4000e+01,1.0000e+00,7.7982e+00,-1.3871e+05,-1.3871e+05,-8.4894e-02,-1.3871e+05,1.3001e-01,6.7695e+00,1.3282e+05,3.3970e+01,-5.7578e-01,-1.6373e+00,1.7191e+00,7.3459e-01,3.4284e+00,4.9081e+00,5.4266e+00,2.9488e+01
3.5000e+01,1.0000e+00,8.0092e+00,-1.3857e+05,-1.3857e+05,-8.7391e-02,-1.3857e+05,1.3003e-01,6.7720e+00,1.3264e+05,3.4756e+01,-8.5578e-01,-7.7099e-01,7.5211e-01,2.4007e+00,1.8481e-01,4.9966e+00,5.4669e+00,3.0522e+01
3.6000e+01,1.0000e+00,8.2192e+00,-1.3849e+05,-1.3849e+05,-8.9888e-02,-1.3849e+05,1.3006e-01,6.7745e+00,1.3250e+05,3.5548e+01,-7.3454e-01,-1.3687e+00,-8.0682e-01,-2.2367e-01,3.4587e+00,4.7489e+00,4.4511e+00,2.8630e+01
3.7000e+01,2.0000e+00,8.4091e+00,-1.3844e+05,-1.3845e+05,-9.2385e-02,-1.3845e+05,1.3008e-01,6.7770e+00,1.3242e+05,3.7478e+01,-9.9655e-01,-1.2175e+00,1.2680e+00,1.0309e+00,3.4305e+00,3.2259e+00,5.4755e+00,2.9811e+01
3.8000e+01,1.0000e+00,8.6168e+00,-1.3844e+05,-1.3845e+05,-9.4881e-02,-1.3845e+05,1.2269e-01,6.0283e+00,1.3238e+05,3.8299e+01,-8.7022e-01,-8.7048e-01,1.2028e+00,5.2824e-01,3.2575e+00,3.2468e+00,5.2658e+00,2.8744e+01
3.9000e+01,1.0000e+00,8.8235e+00,-1.3831e+05,-1.3832e+05,-9.7378e-02,-1.3832e+05,1.3013e-01,6.7820e+00,1.3238e+05,3.9386e+01,3.5539e-01,-1.5836e+00,-7.3965e-01,2.0650e+00,3.4825e+00,5.0434e+00,4.4992e+00,2.9320e+01
4.0000e+01,2.0000e+00,9.0090e+00,-1.3825e+05,-1.3826e+05,-9.9875e-02,-1.3826e+05,1.3015e-01,6.7845e+00,1.3224e+05,4.1364e+01,-8.4682e-01,-6.3678e-01,-1.1703e+00,2.8965e+00,-8.1916e-02,1.8027e+00,5.2921e+00,2.9241e+01
4.1000e+01,1.0000e+00,9.2135e+00,-1.3809e+05,-1.3810e+05,-1.0237e-01,-1.3810e+05,1.3018e-01,6.7870e+00,1.3218e+05,4.2195e+01,4.4668e-01,-1.9745e+00,9.3997e-01,-1.7203e-01,4.9752e-01,3.7068e+00,5.8622e+00,3.0779e+01
4.2000e+01,1.0000e+00,9.4170e+00,-1.3803e+05,-1.3804e+05,-1.0487e-01,-1.3804e+05,1.3020e-01,6.7895e+00,1.3203e+05,4.3257e+01,-5.7611e-01,-1.5600e+00,-1.2621e+00,2.8389e+00,1.6814e+00,3.7121e+00,5.1728e+00,2.9132e+01
4.3000e+01,1.0000e+00,9.6197e+00,-1.3802e+05,-1.3802e+05,-1.0737e-01,-1.3802e+05,1.3022e-01,6.7916e+00,1.3196e+05,4.4323e+01,3.4370e-01,-1.3216e+00,1.8534e+00,-1.2103e-01,2.8221e+00,3.0074e+00,5.8320e+00,3.0103e+01
4.4000e+01,1.0000e+00,9.8214e+00,-1.3800e+05,-1.3800e+05,-1.0986e-01,-1.3800e+05,1.3025e-01,6.7945e+00,1.3195e+05,4.5386e+01,1.7782e-01,-1.8480e+00,-1.5456e-01,2.2358e+00,-7.3995e-02,4.8213e+00,3.7764e+00,2.8279e+01
4.5000e+01,1.0000e+00,1.0022e+01,-1.3798e+05,-1.3799e+05,-1.1236e-01,-1.3799e+05,1.3027e-01,6.7970e+00,1.3193e+05,4.6212e+01,-5.5524e-01,-1.4716e+00,4.4600e-01,2.1686e-01,5.2917e-01,2.6025e+00,5.4153e+00,2.9998e+01
4.6000e+01,1.0000e+00,1.0222e+01,-1.3792e+05,-1.3793e+05,-1.1486e-01,-1.3793e+05,1.3030e-01,6.7995e+00,1.3191e+05,4.7272e+01,3.3783e-01,-7.8447e-01,2.0901e+00,3.0971e+00,2.2409e+00,2.3546e+00,5.6092e+00,2.8203e+01
4.7000e+01,1.0000e+00,1.0421e+01,-1.3772e+05,-1.3773e+05,-1.1735e-01,-1.3773e+05,1.3032e-01,6.8020e+00,1.3186e+05,4.8103e+01,-8.9396e-01,-1.7636e+00,-1.1201e+00,4.0076e-01,2.0231e+00,4.2015e+00,5.4569e+00,3.0550e+01
4.8000e+01,2.0000e+00,1.0596e+01,-1.3770e+05,-1.3771e+05,-1.1985e-01,-1.3771e+05,1.3035e-01,6.8045e+00,1.3165e+05,4.9955e+01,4.4875e-01,-1.7793e+00,-1.6477e+00,1.6418e+00,3.3253e-01,4.9118e+00,3.2384e+00,2.8774e+01
4.9000e+01,1.0000e+00,1.0793e+01,-1.3770e+05,-1.3770e+05,-1.2235e-01,-1.3770e+05,1.2399e-01,6.1575e+00,1.3163e+05,5.1039e+01,1.9689e-01,-1.5446e+00,-1.7234e-01,1.0634e+00,-4.1590e-02,3.5788e+00,5.1538e+00,2.8937e+01
5.0000e+01,1.0000e+00,1.0989e+01,-1.3758e+05,-1.3759e+05,-1.2484e-01,-1.3759e+05,1.3039e-01,6.8095e+00,1.3163e+05,5.2175e+01,7.2491e-02,-9.1386e-01,-1.6916e+00,4.0947e-01,2.1982e+00,4.8317e+00,3.2915e+00,2.8480e+01
5.1000e+01,1.0000e+00,1.1184e+01,-1.3745e+05,-1.3746e+05,-1.2734e-01,-1.3746e+05,1.3042e-01,6.8120e+00,1.3152e+05,5.3253e+01,-9.4275e-01,-1.5514e+00,-2.7925e-01,1.7529e+00,-1.5839e-02,4.7868e+00,2.8910e+00,2.8550e+01
5.2000e+01,1.0000e+00,1.1379e+01,-1.3741e+05,-1.3741e+05,-1.2984e-01,-1.3741e+05,1.3044e-01,6.8144e+00,1.3138e+05,5.4066e+01,3.6627e-01,-9.6179e-01,-1.5945e+00,2.6006e+00,1.3561e+00,4.8548e+00,3.8677e+00,2.8501e+01
5.3000e+01,1.0000e+00,1.1572e+01,-1.3732e+05,-1.3733e+05,-1.3233e-01,-1.3733e+05,1.3046e-01,6.8169e+00,1.3134e+05,5.4882e+01,-3.0566e-01,-7.2922e-01,9.4578e-01,7.3766e-01,4.2820e-01,2.7198e+00,5.6607e+00,3.0693e+01
5.4000e+01,1.0000e+00,1.1765e+01,-1.3731e+05,-1.3732e+05,-1.3483e-01,-1.3732e+05,1.3049e-01,6.8191e+00,1.3125e+05,5.5965e+01,3.9971e-01,-1.0229e+00,-1.7750e-01,2.4211e+00,1.1436e+00,3.3810e+00,5.4120e+00,2.9745e+01
5.5000e+01,1.0000e+00,1.1957e+01,-1.3720e+05,-1.3721e+05,-1.3733e-01,-1.3721e+05,1.3051e-01,6.8219e+00,1.3124e+05,5.6789e+01,3.5114e-02,-9.5549e-01,-9.9884e-02,2.2758e+00,1.6536e+00,1.5069e+00,5.4701e+00,3.0120e+01
5.6000e+01,1.0000e+00,1.2148e+01,-1.3700e+05,-1.3701e+05,-1.3983e-01,-1.3701e+05,1.3054e-01,6.8244e+00,1.3114e+05,5.7616e+01,-3.3039e-01,-1.5398e+00,-1.6972e+00,4.4032e-01,9.4745e-01,1.2555e+00,5.1517e+00,2.9335e+01
5.7000e+01,1.0000e+00,1.2338e+01,-1.3700e+05,-1.3700e+05,-1.4232e-01,-1.3700e+05,1.3049e-01,6.8197e+00,1.3094e+05,5.8429e+01,3.8252e-01,-1.1271e+00,1.1181e+00,1.7349e+00,2.9131e+00,4.7947e+00,4.8943e+00,2.8832e+01
5.8000e+01,1.0000e+00,1.2527e+01,-1.3687e+05,-1.3688e+05,-1.4482e-01,-1.3688e+05,1.3058e-01,6.8294e+00,1.3093e+05,5.9253e+01,-4.2551e-01,-1.0129e+00,1.7585e+00,1.5569e+00,1.5884e+00,2.1421e+00,5.3966e+00,2.8693e+01
5.9000e+01,1.0000e+00,1.2716e+01,-1.3685e+05,-1.3686e+05,-1.4732e-01,-1.3686e+05,1.3061e-01,6.8319e+00,1.3081e+05,6.0322e+01,-8.9826e-01,-1.8475e+00,7.0047e-01,7.4475e-02,3.3956e+00,5.0966e+00,5.0704e+00,3.0901e+01
6.0000e+01,1.0000e+00,1.2903e+01,-1.3683e+05,-1.3684e+05,-1.4981e-01,-1.3684e+05,1.3063e-01,6.8344e+00,1.3078e+05,6.1425e+01,-8.3615e-01,-9.2861e-01,-5.2769e-02,3.1535e+00,3.3228e+00,2.6695e+00,5.4757e+00,3.0698e+01
6.1000e+01,1.0000e+00,1.3090e+01,-1.3676e+05,-1.3677e+05,-1.5231e-01,-1.3677e+05,1.3066e-01,6.8369e+00,1.3077e+05,6.2493e+01,4.0289e-01,-7.8436e-01,-1.0129e+00,1.6155e+00,3.4903e+00,4.9780e+00,2.2057e+00,2.9270e+01
6.2000e+01,1.0000e+00,1.3276e+01,-1.3671e+05,-1.3672e+05,-1.5481e-01,-1.3672e+05,1.3068e-01,6.8394e+00,1.3070e+05,6.3319e+01,-2.9425e-01,-1.6991e+00,-9.3204e-01,-2.3629e-02,1.2932e+00,4.7556e+00,3.6696e+00,2.8713e+01
6.3000e+01,1.0000e+00,1.3462e+01,-1.3654e+05,-1.3655e+05,-1.5730e-01,-1.3655e+05,1.3070e-01,6.8419e+00,1.3065e+05,6.4405e+01,-8.9726e-01,-1.2969e+00,-3.4856e-01,-4.0298e-01,4.1958e-01,4.7594e+00,5.4232e+00,3.1135e+01
6.4000e+01,1.0000e+00,1.3646e+01,-1.3650e+05,-1.3651e+05,-1.5980e-01,-1.3651e+05,1.3073e-01,6.8444e+00,1.3047e+05,6.5227e+01,-9.5330e-01,-6.4577e-01,6.8291e-01,1.4189e+00,2.5293e+00,1.7675e+00,5.0668e+00,2.8778e+01
6.5000e+01,1.0000e+00,1.3830e+01,-1.3642e+05,-1.3643e+05,-1.6230e-01,-1.3643e+05,1.3075e-01,6.8469e+00,1.3043e+05,6.6044e+01,7.6976e-02,-1.2350e+00,-1.0215e+00,5.7749e-01,2.8806e+00,3.8185e+00,5.7706e+00,3.1364e+01
6.6000e+01,1.0000e+00,1.4013e+01,-1.3642e+05,-1.3642e+05,-1.6479e-01,-1.3642e+05,1.2955e-01,6.7214e+00,1.3036e+05,6.7111e+01,3.9829e-02,-5.6094e-01,-1.4570e-01,-6.2658e-01,2.1379e+00,1.4310e+00,5.7002e+00,3.0946e+01
6.7000e+01,1.0000e+00,1.4195e+01,-1.3632e+05,-1.3633e+05,-1.6729e-01,-1.3633e+05,1.3080e-01,6.8519e+00,1.3035e+05,6.8157e+01,-8.5410e-01,-1.5486e+00,-1.5252e+00,1.5989e+00,2.7739e+00,4.1117e+00,4.7279e+00,2.8453e+01
6.8000e+01,1.0000e+00,1.4376e+01,-1.3619e+05,-1.3620e+05,-1.6979e-01,-1.3620e+05,1.3082e-01,6.8544e+00,1.3025e+05,6.9222e+01,-9.8740e-01,-1.2927e+00,1.6434e+00,2.9589e+00,8.0201e-01,5.0724e+00,1.9595e+00,2.9341e+01
6.9000e+01,1.0000e+00,1.4557e+01,-1.3617e+05,-1.3617e+05,-1.7228e-01,-1.3617e+05,1.3085e-01,6.8569e+00,1.3012e+05,7.0057e+01,-4.9341e-01,-5.0630e-01,8.1985e-02,2.5099e+00,2.6900e+00,4.9513e+00,4.7953e+00,2.9981e+01
7.0000e+01,1.0000e+00,1.4737e+01,-1.3612e+05,-1.3612e+05,-1.7478e-01,-1.3612e+05,1.3087e-01,6.8594e+00,1.3010e+05,7.1184e+01,1.8765e-01,-1.1502e+00,1.5434e+00,3.1659e+00,3.7372e+00,4.9074e+00,4.1427e+00,2.8370e+01
7.1000e+01,1.0000e+00,1.4916e+01,-1.3611e+05,-1.3612e+05,-1.7728e-01,-1.3612e+05,1.3080e-01,6.8516e+00,1.3005e+05,7.2259e+01,4.0796e-01,-8.8243e-01,1.8766e+00,2.1511e-01,1.8561e+00,4.3481e+00,5.7538e+00,3.0550e+01
7.2000e+01,1.0000e+00,1.5094e+01,-1.3591e+05,-1.3591e+05,-1.7978e-01,-1.3591e+05,1.3092e-01,6.8644e+00,1.3004e+05,7.3094e+01,8.9370e-02,-9.9017e-01,-1.6127e+00,7.0096e-01,2.8808e+00,4.5713e+00,5.7524e+00,3.1518e+01
7.3000e+01,3.0000e+00,1.5208e+01,-1.3584e+05,-1.3585e+05,-1.8227e-01,-1.3585e+05,1.3094e-01,6.8669e+00,1.2984e+05,7.5803e+01,-9.3715e-01,-1.7387e+00,4.9530e-01,-4.2223e-02,2.1427e+00,3.1646e+00,5.4110e+00,3.0881e+01
7.4000e+01,1.0000e+00,1.5385e+01,-1.3584e+05,-1.3585e+05,-1.8477e-01,-1.3585e+05,1.2742e-01,6.5026e+00,1.2978e+05,7.6879e+01,-6.6678e-01,-1.5617e+00,2.9491e-01,2.7724e+00,3.7124e+00,4.9358e+00,5.4510e+00,3.1619e+01
7.5000e+01,1.0000e+00,1.5560e+01,-1.3582e+05,-1.3583e+05,-1.8727e-01,-1.3583e+05,1.3099e-01,6.8719e+00,1.2977e+05,7.7933e+01,-8.9702e-01,-1.5191e+00,6.0290e-01,1.7064e+00,1.9260e+00,1.6876e+00,5.4428e+00,3.0953e+01
7.6000e+01,1.0000e+00,1.5735e+01,-1.3573e+05,-1.3573e+05,-1.8976e-01,-1.3573e+05,1.3101e-01,6.8744e+00,1.2976e+05,7.8751e+01,1.1065e-01,-1.1536e+00,1.2171e+00,1.0878e+00,4.9892e-01,5.0924e+00,5.4943e+00,3.1215e+01
7.7000e+01,1.0000e+00,1.5909e+01,-1.3567e+05,-1.3568e+05,-1.9226e-01,-1.3568e+05,1.3104e-01,6.8769e+00,1.2966e+05,7.9835e+01,-2.1045e-01,-1.9739e+00,-9.6769e-02,-3.7770e-01,3.8254e+00,4.9065e+00,4.9442e+00,3.0561e+01
7.8000e+01,1.0000e+00,1.6082e+01,-1.3566e+05,-1.3567e+05,-1.9476e-01,-1.3567e+05,1.3106e-01,6.8791e+00,1.2960e+05,8.0932e+01,-8.6490e-01,-1.6891e+00,7.5981e-01,4.7463e-01,1.9844e+00,3.7298e+00,5.3471e+00,3.0691e+01
7.9000e+01,1.0000e+00,1.6255e+01,-1.3565e+05,-1.3566e+05,-1.9725e-01,-1.3566e+05,1.3108e-01,6.8814e+00,1.2959e+05,8.2040e+01,2.7890e-01,-1.1031e+00,1.0091e+00,1.4149e+00,3.4332e+00,1.3177e+00,5.0683e+00,2.8581e+01
8.0000e+01,2.0000e+00,1.6393e+01,-1.3561e+05,-1.3562e+05,-1.9975e-01,-1.3562e+05,1.3111e-01,6.8844e+00,1.2958e+05,8.4018e+01,-6.0478e-01,-1.7039e+00,-1.1840e+00,3.4442e-01,2.1189e-01,1.8916e+00,5.7256e+00,3.1879e+01
8.1000e+01,1.0000e+00,1.6564e+01,-1.3551e+05,-1.3552e+05,-2.0225e-01,-1.3552e+05,1.3113e-01,6.8869e+00,1.2955e+05,8.5098e+01,-5.7123e-01,-7.6564e-01,-6.6738e-01,-5.2689e-01,4.6804e-01,1.1746e+00,5.0652e+00,2.9396e+01
8.2000e+01,1.0000e+00,1.6735e+01,-1.3550e+05,-1.3551e+05,-2.0474e-01,-1.3551e+05,1.3115e-01,6.8889e+00,1.2944e+05,8.6179e+01,2.9894e-01,-9.3191e-01,8.8877e-01,8.0539e-01,5.9349e-01,4.0867e+00,5.0036e+00,2.8626e+01
8.3000e+01,1.0000e+00,1.6904e+01,-1.3549e+05,-1.3550e+05,-2.0724e-01,-1.3550e+05,1.3094e-01,6.8670e+00,1.2943e+05,8.7271e+01,-4.6575e-01,-1.9278e+00,6.2162e-01,1.9801e+00,1.8581e+00,4.7706e+00,2.9203e+00,2.8955e+01
8.4000e+01,1.0000e+00,1.7073e+01,-1.3546e+05,-1.3547e+05,-2.0974e-01,-1.3547e+05,1.3120e-01,6.8943e+00,1.2943e+05,8.8083e+01,-6.2010e-01,-6.1447e-01,1.0258e+00,9.6812e-01,3.2373e+00,4.0679e+00,4.8886e+00,2.8423e+01
8.5000e+01,1.0000e+00,1.7241e+01,-1.3544e+05,-1.3545e+05,-2.1223e-01,-1.3545e+05,1.3123e-01,6.8968e+00,1.2940e+05,8.9163e+01,-8.4949e-01,-1.0955e+00,-1.7377e-01,6.0743e-01,3.3453e+00,5.0995e+00,4.5098e+00,3.0901e+01
8.6000e+01,1.0000e+00,1.7409e+01,-1.3538e+05,-1.3539e+05,-2.1473e-01,-1.3539e+05,1.3125e-01,6.8993e+00,1.2937e+05,9.0257e+01,-3.2989e-01,-1.3773e+00,1.5524e-01,3.1995e+00,1.3700e+00,1.1582e+00,5.6231e+00,3.1493e+01
8.7000e+01,2.0000e+00,1.7540e+01,-1.3537e+05,-1.3538e+05,-2.1723e-01,-1.3538e+05,1.3127e-01,6.9016e+00,1.2932e+05,9.2151e+01,-4.2835e-01,-1.7102e+00,-4.1874e-01,1.7749e+00,2.0259e+00,4.7898e+00,4.7765e+00,3.0145e+01
