niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh,logdust,logNpix,logage,dmod
1.0000e+00,1.0000e+00,3.3223e-01,-1.5087e+05,-1.5087e+05,-3.3278e-03,-1.5087e+05,1.4594e-01,6.4003e+00,inf,3.1771e-01,-9.1919e-01,-1.5484e+00,5.9460e+00,9.5868e+00,3.0239e+01
2.0000e+00,1.0000e+00,6.6225e-01,-1.4989e+05,-1.4989e+05,-6.6556e-03,-1.4989e+05,1.4598e-01,6.4036e+00,9.5541e+04,6.3408e-01,-7.6710e-01,-1.6390e+00,5.8652e+00,9.5911e+00,3.0546e+01
3.0000e+00,1.0000e+00,9.9010e-01,-1.4974e+05,-1.4975e+05,-9.9834e-03,-1.4975e+05,1.4602e-01,6.4069e+00,9.4559e+04,9.5007e-01,-9.8598e-01,-1.0994e+00,5.9317e+00,9.8898e+00,3.0170e+01
4.0000e+00,1.0000e+00,1.3158e+00,-1.4962e+05,-1.4963e+05,-1.3311e-02,-1.4963e+05,1.4605e-01,6.4102e+00,9.4417e+04,1.2746e+00,-3.8559e-01,-1.9943e+00,5.8620e+00,9.9237e+00,3.0013e+01
5.0000e+00,1.0000e+00,1.6393e+00,-1.4933e+05,-1.4933e+05,-1.6639e-02,-1.4933e+05,1.4609e-01,6.4136e+00,9.4298e+04,1.5946e+00,-9.7902e-01,-1.3910e+00,5.9657e+00,9.6569e+00,3.1174e+01
6.0000e+00,1.0000e+00,1.9608e+00,-1.4918e+05,-1.4919e+05,-1.9967e-02,-1.4919e+05,1.4613e-01,6.4169e+00,9.4001e+04,1.9222e+00,3.8747e-01,-1.4709e+00,5.9136e+00,9.8831e+00,3.0013e+01
7.0000e+00,1.0000e+00,2.2801e+00,-1.4906e+05,-1.4907e+05,-2.3295e-02,-1.4907e+05,1.4617e-01,6.4202e+00,9.3856e+04,2.2477e+00,-2.3242e-01,-1.1564e+00,5.9806e+00,9.9415e+00,3.0571e+01
8.0000e+00,1.0000e+00,2.5974e+00,-1.4900e+05,-1.4901e+05,-2.6622e-02,-1.4901e+05,1.4621e-01,6.4236e+00,9.3735e+04,2.5798e+00,-7.0184e-01,-1.5560e+00,5.7743e+00,9.9700e+00,3.0163e+01
9.0000e+00,1.0000e+00,2.9126e+00,-1.4886e+05,-1.4886e+05,-2.9950e-02,-1.4886e+05,1.4624e-01,6.4269e+00,9.3676e+04,2.8960e+00,-2.2055e-01,-1.7922e+00,5.6253e+00,9.6569e+00,3.0277e+01
1.0000e+01,1.0000e+00,3.2258e+00,-1.4885e+05,-1.4886e+05,-3.3278e-02,-1.4886e+05,1.4550e-01,6.3620e+00,9.3529e+04,3.2466e+00,-2.7542e-01,-1.8747e+00,5.8934e+00,9.5119e+00,3.1353e+01
1.1000e+01,1.0000e+00,3.5370e+00,-1.4876e+05,-1.4876e+05,-3.6606e-02,-1.4876e+05,1.4632e-01,6.4335e+00,9.3524e+04,3.5683e+00,-9.0400e-01,-1.4941e+00,5.8003e+00,9.6043e+00,3.1139e+01
1.2000e+01,1.0000e+00,3.8462e+00,-1.4875e+05,-1.4875e+05,-3.9933e-02,-1.4875e+05,1.4634e-01,6.4354e+00,9.3430e+04,3.8929e+00,-9.2180e-01,-1.9073e+00,5.6610e+00,9.6177e+00,3.0726e+01
1.3000e+01,1.0000e+00,4.1534e+00,-1.4873e+05,-1.4874e+05,-4.3261e-02,-1.4874e+05,1.4639e-01,6.4401e+00,9.3420e+04,4.2217e+00,-7.0985e-01,-1.2600e+00,5.8702e+00,9.8611e+00,3.0860e+01
1.4000e+01,1.0000e+00,4.4586e+00,-1.4867e+05,-1.4868e+05,-4.6589e-02,-1.4868e+05,1.4643e-01,6.4435e+00,9.3407e+04,4.5503e+00,-3.6759e-01,-1.0678e+00,5.6029e+00,9.8116e+00,3.0058e+01
1.5000e+01,1.0000e+00,4.7619e+00,-1.4863e+05,-1.4863e+05,-4.9917e-02,-1.4863e+05,1.4647e-01,6.4468e+00,9.3347e+04,4.8811e+00,4.6108e-01,-1.2458e+00,5.7500e+00,9.5264e+00,3.0572e+01
1.6000e+01,1.0000e+00,5.0633e+00,-1.4863e+05,-1.4863e+05,-5.3245e-02,-1.4863e+05,1.3702e-01,5.6415e+00,9.3301e+04,5.2130e+00,-9.4103e-01,-1.5682e+00,5.5628e+00,9.7956e+00,3.0177e+01
1.7000e+01,1.0000e+00,5.3628e+00,-1.4855e+05,-1.4856e+05,-5.6572e-02,-1.4856e+05,1.4655e-01,6.4535e+00,9.3299e+04,5.5315e+00,-7.0724e-01,-1.9426e+00,5.7442e+00,1.0081e+01,3.0318e+01
1.8000e+01,1.0000e+00,5.6604e+00,-1.4850e+05,-1.4851e+05,-5.9900e-02,-1.4851e+05,1.4658e-01,6.4568e+00,9.3223e+04,5.8731e+00,-2.0991e-01,-1.3703e+00,5.6445e+00,9.9488e+00,3.0045e+01
