niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh,logdust,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4,dmod
1.0000e+00,1.0000e+00,2.4938e-01,-1.3587e+05,-1.3587e+05,-2.4969e-03,-1.3587e+05,1.2922e-01,6.6871e+00,inf,3.9803e-01,1.4012e-01,-7.5109e-01,9.7346e-01,1.9416e+00,2.7282e+00,1.7092e+00,6.3919e+00,2.9283e+01
2.0000e+00,1.0000e+00,4.9751e-01,-1.3552e+05,-1.3552e+05,-4.9938e-03,-1.3552e+05,1.2924e-01,6.6896e+00,1.2179e+05,9.6044e-01,-5.9412e-01,-1.2165e+00,-8.7300e-01,2.6208e+00,3.9124e+00,3.8768e+00,6.4135e+00,2.9715e+01
3.0000e+00,1.0000e+00,7.4442e-01,-1.3503e+05,-1.3504e+05,-7.4906e-03,-1.3504e+05,1.2926e-01,6.6921e+00,1.2144e+05,1.3522e+00,4.7627e-01,-1.0842e+00,1.3405e+00,2.3841e+00,2.5856e+00,2.3515e+00,6.3594e+00,2.9384e+01
4.0000e+00,1.0000e+00,9.9010e-01,-1.3388e+05,-1.3389e+05,-9.9875e-03,-1.3389e+05,1.2929e-01,6.6946e+00,1.2096e+05,1.9198e+00,-9.0637e-01,-1.6110e+00,8.6241e-01,1.7378e+00,4.1061e+00,1.8303e+00,6.2618e+00,3.0360e+01
5.0000e+00,1.0000e+00,1.2346e+00,-1.3371e+05,-1.3371e+05,-1.2484e-02,-1.3371e+05,1.2931e-01,6.6971e+00,1.1981e+05,2.4743e+00,-1.9678e-01,-1.3328e+00,-1.1779e+00,2.1902e+00,4.2355e+00,5.4790e+00,6.1556e+00,2.9739e+01
6.0000e+00,1.0000e+00,1.4778e+00,-1.3330e+05,-1.3330e+05,-1.4981e-02,-1.3330e+05,1.2934e-01,6.6996e+00,1.1963e+05,2.8797e+00,-7.4482e-01,-9.2243e-01,2.2129e+00,2.8345e-01,4.2725e+00,4.6255e+00,6.1022e+00,2.9151e+01
7.0000e+00,1.0000e+00,1.7199e+00,-1.3328e+05,-1.3329e+05,-1.7478e-02,-1.3329e+05,1.2936e-01,6.7020e+00,1.1922e+05,3.2885e+00,-4.3809e-01,-1.9054e+00,4.4952e-01,2.6451e+00,3.4484e+00,2.3861e+00,5.8870e+00,2.9115e+01
8.0000e+00,1.0000e+00,1.9608e+00,-1.3320e+05,-1.3320e+05,-1.9975e-02,-1.3320e+05,1.2939e-01,6.7046e+00,1.2732e+05,3.6952e+00,3.5482e-01,-8.8113e-01,1.2752e-01,-1.9641e-01,3.0213e+00,4.7131e+00,6.1420e+00,2.9438e+01
9.0000e+00,1.0000e+00,2.2005e+00,-1.3240e+05,-1.3240e+05,-2.2472e-02,-1.3240e+05,1.2941e-01,6.7071e+00,1.2724e+05,4.1173e+00,-5.8994e-02,-1.6075e+00,1.0639e+00,1.9858e+00,1.1776e+00,4.2369e+00,6.2084e+00,3.0427e+01
1.0000e+01,1.0000e+00,2.4390e+00,-1.3234e+05,-1.3235e+05,-2.4969e-02,-1.3235e+05,1.2943e-01,6.7096e+00,1.2644e+05,4.6366e+00,-1.6083e-01,-1.8590e+00,1.8955e+00,1.8099e+00,1.1368e+00,4.1947e+00,6.1680e+00,2.9792e+01
