niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh,logdust,logNpix,tau,dmod
1.0000e+00,1.0000e+00,3.3223e-01,-1.0000e+04,-1.0006e+04,-3.3278e-03,-1.0006e+04,2.0639e-01,6.4003e+00,inf,6.9096e+02,-2.9556e-01,-1.0853e+00,5.0094e+00,7.6693e+00,3.2256e+01
2.0000e+00,1.0000e+00,6.6225e-01,-1.0000e+04,-1.0006e+04,-6.6556e-03,-1.0005e+04,1.8788e-01,5.3039e+00,1.0006e+04,6.9305e+02,-3.8229e-01,-3.3639e-01,1.1683e+00,1.8657e-01,2.8921e+01
3.0000e+00,1.0000e+00,9.9010e-01,-1.0000e+04,-1.0006e+04,-9.9834e-03,-1.0005e+04,1.7864e-01,4.7948e+00,1.0005e+04,6.9488e+02,-1.0495e-01,-5.5541e-01,5.4076e+00,5.1650e+00,2.7136e+01
4.0000e+00,1.0000e+00,1.3158e+00,-1.0000e+04,-1.0006e+04,-1.3311e-02,-1.0004e+04,1.7229e-01,4.4600e+00,1.0004e+04,6.9691e+02,2.1393e-02,-1.7302e-01,4.7570e+00,2.1783e+00,3.0045e+01
5.0000e+00,1.0000e+00,1.6393e+00,-1.0000e+04,-1.0006e+04,-1.6639e-02,-1.0004e+04,1.6740e-01,4.2104e+00,1.0004e+04,6.9889e+02,-4.0686e-01,-5.8691e-01,4.4666e+00,7.1451e-01,2.9424e+01
6.0000e+00,1.0000e+00,1.9608e+00,-1.0000e+04,-1.0006e+04,-1.9967e-02,-1.0004e+04,1.6340e-01,4.0114e+00,1.0004e+04,7.0100e+02,-1.1488e-01,-2.8940e-01,1.4948e+00,3.8330e+00,3.0404e+01
7.0000e+00,1.0000e+00,2.2801e+00,-1.0000e+04,-1.0006e+04,-2.3295e-02,-1.0004e+04,1.5999e-01,3.8460e+00,1.0003e+04,7.0283e+02,-2.3164e-01,-7.4851e-01,4.4173e+00,5.7303e+00,2.9222e+01
8.0000e+00,1.0000e+00,2.5974e+00,-1.0000e+04,-1.0006e+04,-2.6622e-02,-1.0004e+04,1.5702e-01,3.7046e+00,1.0003e+04,7.0468e+02,-4.6045e-01,-1.4360e+00,3.6447e+00,4.8667e+00,2.7494e+01
9.0000e+00,1.0000e+00,2.9126e+00,-1.0000e+04,-1.0006e+04,-2.9950e-02,-1.0004e+04,1.5438e-01,3.5811e+00,1.0003e+04,7.0651e+02,-7.9103e-02,-7.4538e-01,1.0688e+00,6.2053e+00,3.2296e+01
1.0000e+01,1.0000e+00,3.2258e+00,-1.0000e+04,-1.0006e+04,-3.3278e-02,-1.0003e+04,1.5200e-01,3.4715e+00,1.0003e+04,7.0873e+02,-2.6836e-01,-9.4849e-01,4.8165e+00,1.5255e+00,2.7826e+01
1.1000e+01,1.0000e+00,3.5370e+00,-1.0000e+04,-1.0006e+04,-3.6606e-02,-1.0003e+04,1.4983e-01,3.3731e+00,1.0003e+04,7.1073e+02,-2.2634e-01,-5.7691e-01,1.3769e+00,3.0137e+00,3.2599e+01
1.2000e+01,1.0000e+00,3.8462e+00,-1.0000e+04,-1.0006e+04,-3.9933e-02,-1.0003e+04,1.4784e-01,3.2838e+00,1.0003e+04,7.1279e+02,-1.3072e-01,-9.7456e-01,2.0119e+00,1.3636e+00,3.0366e+01
1.3000e+01,1.0000e+00,4.1534e+00,-1.0000e+04,-1.0006e+04,-4.3261e-02,-1.0003e+04,1.4599e-01,3.2021e+00,1.0003e+04,7.1483e+02,-1.6537e-01,-2.1705e-01,5.5559e+00,7.0249e+00,3.2793e+01
1.4000e+01,1.0000e+00,4.4586e+00,-1.0000e+04,-1.0006e+04,-4.6589e-02,-1.0003e+04,1.4426e-01,3.1268e+00,1.0003e+04,7.1683e+02,-1.1466e-02,-9.0420e-01,4.9437e+00,2.6030e+00,3.0409e+01
1.5000e+01,1.0000e+00,4.7619e+00,-1.0000e+04,-1.0006e+04,-4.9917e-02,-1.0003e+04,1.4264e-01,3.0570e+00,1.0002e+04,7.1883e+02,-6.3417e-02,-1.3984e+00,1.0298e+00,3.7973e+00,3.1741e+01
1.6000e+01,1.0000e+00,5.0633e+00,-1.0000e+04,-1.0006e+04,-5.3245e-02,-1.0003e+04,1.4111e-01,2.9919e+00,1.0002e+04,7.2060e+02,1.9221e-01,-4.1964e-01,1.6297e+00,5.7808e+00,3.0693e+01
1.7000e+01,1.0000e+00,5.3628e+00,-1.0000e+04,-1.0006e+04,-5.6572e-02,-1.0003e+04,1.3967e-01,2.9311e+00,1.0002e+04,7.2240e+02,-2.0996e-01,-3.2218e-01,1.5067e+00,3.2832e+00,3.1454e+01
1.8000e+01,1.0000e+00,5.6604e+00,-1.0000e+04,-1.0006e+04,-5.9900e-02,-1.0003e+04,1.3830e-01,2.8739e+00,1.0002e+04,7.2441e+02,-4.9067e-01,-1.0773e-01,3.3011e+00,6.5004e-01,3.2460e+01
