niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh,logdust,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4,dmod
1.0000e+00,1.0000e+00,2.4938e-01,-1.9679e+05,-1.9679e+05,-2.4969e-03,-1.9679e+05,1.2922e-01,6.6871e+00,inf,3.3970e-01,-5.9412e-01,-1.2165e+00,-2.3730e+00,1.1208e+00,2.4124e+00,2.3768e+00,4.9135e+00,2.2894e+01
2.0000e+00,1.0000e+00,4.9751e-01,-1.9656e+05,-1.9657e+05,-4.9938e-03,-1.9657e+05,1.2924e-01,6.6896e+00,1.8040e+05,8.3480e-01,1.4012e-01,-7.5109e-01,-5.2654e-01,4.4162e-01,1.2282e+00,2.0921e-01,4.8919e+00,2.2354e+01
3.0000e+00,1.0000e+00,7.4442e-01,-1.9623e+05,-1.9624e+05,-7.4906e-03,-1.9624e+05,1.2926e-01,6.6921e+00,1.8017e+05,1.1753e+00,-7.4482e-01,-9.2243e-01,7.1288e-01,-1.2165e+00,2.7725e+00,3.1255e+00,4.6022e+00,2.2189e+01
4.0000e+00,1.0000e+00,9.9010e-01,-1.9594e+05,-1.9595e+05,-9.9875e-03,-1.9595e+05,1.2929e-01,6.6946e+00,1.7985e+05,1.6710e+00,4.7627e-01,-1.0842e+00,-1.5952e-01,8.8407e-01,1.0856e+00,8.5151e-01,4.8594e+00,2.2480e+01
5.0000e+00,1.0000e+00,1.2346e+00,-1.9592e+05,-1.9593e+05,-1.2484e-02,-1.9593e+05,1.2931e-01,6.6971e+00,1.7956e+05,2.1607e+00,-1.9678e-01,-1.3328e+00,-2.6779e+00,6.9017e-01,2.7355e+00,3.9790e+00,4.6556e+00,2.2923e+01
6.0000e+00,1.0000e+00,1.4778e+00,-1.9568e+05,-1.9569e+05,-1.4981e-02,-1.9569e+05,1.2934e-01,6.6996e+00,1.7954e+05,2.5044e+00,-4.1416e-01,-7.7647e-01,1.1283e+00,1.9487e+00,-7.2781e-01,5.8241e-01,4.8574e+00,2.2722e+01
7.0000e+00,1.0000e+00,1.7199e+00,-1.9553e+05,-1.9554e+05,-1.7478e-02,-1.9554e+05,1.2936e-01,6.7021e+00,1.7930e+05,2.8548e+00,-4.3809e-01,-1.9054e+00,-1.0505e+00,1.1451e+00,1.9484e+00,8.8607e-01,4.3870e+00,2.2144e+01
8.0000e+00,1.0000e+00,1.9608e+00,-1.9518e+05,-1.9519e+05,-1.9975e-02,-1.9519e+05,1.2939e-01,6.7046e+00,1.7915e+05,3.1970e+00,3.5482e-01,-8.8113e-01,-1.3725e+00,-1.6964e+00,1.5213e+00,3.2131e+00,4.6420e+00,2.2547e+01
9.0000e+00,1.0000e+00,2.2005e+00,-1.9508e+05,-1.9509e+05,-2.2472e-02,-1.9509e+05,1.2941e-01,6.7071e+00,1.7880e+05,3.5408e+00,4.9157e-01,-1.1494e+00,6.7993e-01,-1.3691e+00,-4.4808e-01,1.4310e+00,4.7544e+00,2.2518e+01
1.0000e+01,1.0000e+00,2.4390e+00,-1.9500e+05,-1.9501e+05,-2.4969e-02,-1.9501e+05,1.2943e-01,6.7096e+00,1.7870e+05,4.0283e+00,-1.6083e-01,-1.8590e+00,3.9547e-01,3.0989e-01,-3.6318e-01,2.6947e+00,4.6680e+00,2.2991e+01
